Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
03650.*A,AIRPORT,AGS,2021-02-25,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,AUGUSTA RGNL AT BUSH FLD,PU,PU,CITY OF AUGUSTA,"AVIATION DEPARTMENT, 1501 AVIATION WAY","AUGUSTA, GA 30906",706-798-2656,HERBERT JUDON,1501 AVIATION WAY,"AUGUSTA, GA 30906",706-798-3236,033-22-11.8000N,120131.8000N,081-57-52.2000W,0295072.2000W,E,145.7,S,04W,1990,,ATLANTA,06,S,1411,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,AGS,Y,1943-10-01,O,I B S 05/1973,NGPY,NOT ANALYZED,N,N,N,Y,F,F,2019-07-17,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.950,118.700,Y,CG,N,,5,7,4,2,,,,5434,,8589,3236,12076,2490,2019-06-30,3RD PARTY SURVEY,2015-12-11,3RD PARTY SURVEY,2015-12-11,,"HGR,TIE","AMB,AVNCS,CARGO,CHTR,RNTL,SALES",Y,KAGS,Non-Hub,
03619.*A,AIRPORT,AMG,2021-02-25,ASO,ATL,GA,GEORGIA,BACON,GA,ALMA,BACON COUNTY,PU,PU,BACON COUNTY,"BACON COUNTY COURTHOUSE, 302 WEST 12TH STREET","ALMA, GA 31510",912-632-5214,GLOVER SCOTT,P.O. BOX 114,"ALMA, GA 31510",(912) 218-1040,031-32-09.8000N,113529.8000N,082-30-23.5900W,0297023.5920W,E,199.8,S,06W,2020,,JACKSONVILLE,03,W,232,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,AMG,Y,1941-05-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2020-12-29,,100LL A+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.700,122.700,Y,CG,N,,5,3,0,0,0,0,0,,,,2000,4000,,2020-12-31,3RD PARTY SURVEY,2011-07-11,3RD PARTY SURVEY,2011-07-11,,"HGR,TIE",,Y-L,KAMG,N/A,Basic
03920.*A,AIRPORT,MLJ,2021-02-25,ASO,ATL,GA,GEORGIA,BALDWIN,GA,MILLEDGEVILLE,BALDWIN COUNTY RGNL,PU,PU,BALDWIN COUNTY,"121 N. WILKINSON STREET, SUITE 314","MILLEDGEVILLE, GA 31061",478-445-4791,BRUCE HOOD,216 AIRPORT ROAD,"MILLEDGEVILLE, GA 31061",478-457-4228,033-09-15.2100N,119355.2140N,083-14-29.0500W,0299669.0500W,E,384.8,S,04W,2000,,ATLANTA,04,N,200,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1959-07-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-01-24,,100LL A+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.975,122.975,N,CG,N,,18,5,2,0,0,0,0,,,,5100,4900,,2018-12-31,3RD PARTY SURVEY,2017-06-30,3RD PARTY SURVEY,2017-06-30,,TIE,"INSTR,RNTL",Y-L,KMLJ,N/A,Regional
04109.*A,AIRPORT,WDR,2021-02-25,ASO,ATL,GA,GEORGIA,BARROW,GA,WINDER,BARROW COUNTY,PU,PU,BARROW COUNTY ARPT AUTH.,841 RONALD WOOD ROAD,"WINDER, GA 30680",770-307-3013,WANDA MITCHELL,841 RONALD WOOD RD,"WINDER, GA 30680",770-307-3013,033-58-57.6800N,122337.6830N,083-40-01.9800W,0301201.9800W,E,934.3,S,05W,2010,,ATLANTA,03,E,374,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,WDR,Y,1948-07-01,O,,NGY3,NOT ANALYZED,N,N,N,Y,S,S,2019-03-01,,100LL A+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,74,17,2,4,0,5,0,,,,9000,14400,5000,2018-12-31,3RD PARTY SURVEY,2017-05-11,3RD PARTY SURVEY,2017-05-11,,TIE,"AVNCS,INSTR,RNTL",Y-L,KWDR,N/A,Regional
03860.*A,AIRPORT,9A5,2021-02-25,ASO,ATL,GA,GEORGIA,WALKER,GA,LAFAYETTE,BARWICK LAFAYETTE,PU,PU,CITY OF LAFAYETTE,P.O. BOX 89,"LAFAYETTE, GA 30728",(706) 638-7071,VERNON BARNETT,141 GASQUE DR,"LAFAYETTE, GA 30728",(706) 638-7071,034-41-18.2500N,124878.2520N,085-17-25.2700W,0307045.2710W,E,776.3,S,03W,2000,,ATLANTA,01,S,20,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1954-09-01,O,,N,NOT ANALYZED,N,N,N,N,S,S,2019-03-13,1993-08-03,100LL,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,25,4,0,1,0,0,0,,,,3150,3500,100,2018-12-31,3RD PARTY SURVEY,2019-04-19,3RD PARTY SURVEY,2019-04-19,,"HGR,TIE",INSTR,Y-L,,N/A,Local
03657.1*A,AIRPORT,BHC,2021-02-25,ASO,ATL,GA,GEORGIA,APPLING,GA,BAXLEY,BAXLEY MUNI,PU,PU,CITY OF BAXLEY,"CITY HALL, PO BOX 180","BAXLEY, GA 31513",912-367-8300,VAN MILLS,P.O. BOX 290,"BAXLEY, GA 31513",(912) 367-3232,031-42-49.8000N,114169.8000N,082-23-37.6000W,0296617.6000W,E,201.2,S,06W,2010,,JACKSONVILLE,04,S,303,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1969-03-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-02-19,,100LL A+,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,122.800,122.800,Y,CG,N,,12,2,0,0,0,0,0,,,,6000,6400,,2019-12-31,NGS,2006-02-22,NGS,2006-02-22,,TIE,AGRI,Y-L,KBHC,N/A,Basic
03938.1*A,AIRPORT,4J2,2021-02-25,ASO,ATL,GA,GEORGIA,BERRIEN,GA,NASHVILLE,BERRIEN COUNTY,PU,PU,BERRIEN COUNTY,"201 N DAVIS ST, ROOM 198","NASHVILLE, GA 31639",229-686-5421,LISA SMART,"P.O. BOX 217, ROOM 198","NASHVILLE, GA 31639",229-686-5123,031-12-45.1600N,112365.1605N,083-13-30.9200W,0299610.9236W,E,240.1,S,03W,1995,,JACKSONVILLE,01,E,99,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,,O,,NGY,CONDITIONAL,N,N,N,Y,S,S,2020-01-16,,A,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.700,122.700,Y,CG,N,,7,0,2,0,0,0,0,,,,3000,1000,,2019-12-31,3RD PARTY SURVEY,2015-01-13,3RD PARTY SURVEY,2015-01-13,,TIE,AGRI,Y-L,,N/A,Basic
03666.*A,AIRPORT,DZJ,2021-02-25,ASO,ATL,GA,GEORGIA,UNION,GA,BLAIRSVILLE,BLAIRSVILLE,PU,PU,CITY OF BLAIRSVILLE,"P.O. BOX 307, 62 BLUE RIDGE STREET, 33 BLUERIDGE STREET","BLAIRSVILLE, GA 30512",706-745-2000,AARON MANNHEIM,579 AIRPORT TERMINAL DRIVE,"BLAIRSVILLE, GA 30512",706-745-4307,034-51-15.9500N,125475.9520N,083-59-50.3500W,0302390.3520W,E,1907.2,S,03W,1985,,ATLANTA,03,SW,156,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-03-21,,100LL A+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,30,3,1,1,0,0,0,,,,2737,913,,2018-12-31,3RD PARTY SURVEY,2019-07-02,3RD PARTY SURVEY,2019-07-02,,TIE,"AVNCS,INSTR,RNTL",Y-L,KDZJ,N/A,Local
03937.5*A,AIRPORT,4J1,2021-02-25,ASO,ATL,GA,GEORGIA,BRANTLEY,GA,NAHUNTA,BRANTLEY COUNTY,PU,PU,BRANTLEY COUNTY,"33 ALLEN RD, PO BOX 398, 117 BRANTLY STREET","NAHUNTA, GA 31553",912-462-5256,TOBY HARRIS,"33 ALLEN RD, PO BOX 792","NAHUNTA, GA 31553",(912) 462-5256,031-12-21.9000N,112341.9000N,081-54-21.6000W,0294861.6000W,E,84.8,S,06W,2010,,JACKSONVILLE,04,E,174,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,2020-02-20,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,0,0,0,0,0,0,0,,,,500,500,,2019-12-31,3RD PARTY SURVEY,2009-06-03,,,,TIE,,Y-L,,N/A,Unclassified
03683.*A,AIRPORT,BQK,2021-02-25,ASO,ATL,GA,GEORGIA,GLYNN,GA,BRUNSWICK,BRUNSWICK GOLDEN ISLES,PU,PU,GLYNN COUNTY AIRPORT COMMISSION,295 AVIATION PARKWAY SUITE 205,"BRUNSWICK, GA 31525",(912) 265-2070,ROBERT J. BURR,295 AVIATION PKWY. SUITE 205,"BRUNSWICK, GA 31525",912-265-2070,031-15-32.5200N,112532.5249N,081-27-58.7400W,0293278.7370W,E,25.6,S,04W,1985,,JACKSONVILLE,05,N,2003,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,BQK,Y,1944-02-01,O,I A S 03/1982,NGPY,NO OBJECTION,N,N,N,Y,F,F,2019-07-11,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,39,4,,0,,,,2190,,1200,9792,15050,500,2020-06-30,3RD PARTY SURVEY,2014-10-30,3RD PARTY SURVEY,2014-10-30,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L,KBQK,Non-Hub,
04099.1*A,AIRPORT,BXG,2021-02-25,ASO,ATL,GA,GEORGIA,BURKE,GA,WAYNESBORO,BURKE COUNTY,PU,PU,BURKE COUNTY,COUNTY COURTHOUSE PO BOX 89,"WAYNESBORO, GA 30830",706-554-2324,MERV WALDROP,PO BOX 89,"WAYNESBORO, GA 30830",706-554-2324,033-02-27.0100N,118947.0130N,082-00-15.3500W,0295215.3490W,E,308.7,S,04W,1985,,ATLANTA,03,S,114,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1967-12-01,O,,NY1,CONDITIONAL,N,N,N,Y,S,S,2019-02-07,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,10,0,0,0,0,0,0,,,,1000,2000,,2018-12-31,3RD PARTY SURVEY,2018-10-05,3RD PARTY SURVEY,2018-10-05,,TIE,AGRI,Y-L,KBXG,N/A,Basic
03688.*A,AIRPORT,6A1,2021-02-25,ASO,ATL,GA,GEORGIA,TAYLOR,GA,BUTLER,BUTLER MUNI,PU,PU,TAYLOR COUNTY,BOX 278,"BUTLER, GA 31006",478-862-3336,CODY RUSTIN,BOX 553,"BUTLER, GA 31006",478-837-5490,032-34-05.6500N,117245.6490N,084-14-48.0800W,0303288.0750W,E,667,E,05W,2020,,ATLANTA,01,NW,183,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1941-05-01,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,2020-02-14,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,10,0,0,0,0,0,0,,,,5500,2000,,2019-12-01,FAA-EST,2011-02-21,OWNER,2000-02-22,,TIE,GLD,Y-L,,N/A,Basic
03700.*A,AIRPORT,70J,2021-02-25,ASO,ATL,GA,GEORGIA,GRADY,GA,CAIRO,CAIRO-GRADY COUNTY,PU,PU,CITY OF CAIRO,BOX 29,"CAIRO, GA 39828",229-377-1722,"CHRIS ADDLETON, CITY MGR","PO BOX 29, 259 EDNA LANE","CAIRO, GA 39828",229-377-6700,030-53-16.7000N,111196.7000N,084-09-17.0000W,0302957.0000W,E,263.7,S,04W,2010,,JACKSONVILLE,03,E,251,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1947-01-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-01-30,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.700,122.700,Y,CG,N,,12,0,0,0,0,0,0,,,,8000,3500,200,2019-12-31,3RD PARTY SURVEY,2008-05-23,3RD PARTY SURVEY,2008-01-21,,TIE,AGRI,Y-L,,N/A,Basic
03703.*A,AIRPORT,CXU,2021-02-25,ASO,ATL,GA,GEORGIA,MITCHELL,GA,CAMILLA,CAMILLA-MITCHELL COUNTY,PU,PU,CITY OF CAMILLA,BOX 328,"CAMILLA, GA 31730",229-336-2222,RANDY POOL,3907 AIRPORT ROAD,"CAMILLA, GA 31730",229-336-2216,031-12-47.4000N,112367.4000N,084-14-06.8000W,0303246.8000W,E,176.4,S,05W,2015,,JACKSONVILLE,02,SW,174,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1947-06-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-01-30,,100LL A+,MAJOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,21,0,0,1,0,0,0,,,,10000,2000,,2019-12-31,3RD PARTY SURVEY,2011-07-08,3RD PARTY SURVEY,2011-07-08,,TIE,AGRI,Y-L,KCXU,N/A,Local
03709.1*A,AIRPORT,VPC,2021-02-25,ASO,ATL,GA,GEORGIA,BARTOW,GA,CARTERSVILLE,CARTERSVILLE,PU,PU,CITY OF CARTERSVILLE,PO BOX 1390,"CARTERSVILLE, GA 30120",770-387-5672,DAN PORTA,PO BOX 1390,"CARTERSVILLE, GA 30120",770-387-5672,034-07-23.3300N,122843.3310N,084-50-55.3400W,0305455.3440W,E,758.6,S,04W,2005,1041,ATLANTA,03,SW,185,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,VPC,Y,1969-06-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-03-22,,100LL A+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.050,123.050,Y,CG,N,,59,11,23,1,0,0,0,,,5000,25000,20000,500,2018-12-31,3RD PARTY SURVEY,2018-10-10,3RD PARTY SURVEY,2018-10-10,,TIE,"AFRT,CHTR,INSTR,RNTL,SALES",Y-L,KVPC,N/A,Regional
03703.9*A,AIRPORT,CNI,2021-02-25,ASO,ATL,GA,GEORGIA,CHEROKEE,GA,CANTON,CHEROKEE COUNTY RGNL,PU,PU,CHEROKEE COUNTY AIRPORT AUTH.,PO BOX 5052,"CANTON, GA 30114",678-454-2060,"JIMMY GARLAND, FBO","S&S AVIATION, 1350 BISHOP RD.","BALLGROUND, GA 30107",678-454-2090,034-18-43.9900N,123523.9890N,084-25-19.7500W,0303919.7500W,E,1219.1,S,05W,2010,,ATLANTA,06,NE,160,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-03-06,,100LL A+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,84,23,12,2,0,0,0,,,,23000,17000,,2018-12-31,3RD PARTY SURVEY,2017-05-17,3RD PARTY SURVEY,2017-05-17,,TIE,"CHTR,INSTR,RNTL",Y-L,KCNI,N/A,Regional
03721.7*A,AIRPORT,CWV,2021-02-25,ASO,ATL,GA,GEORGIA,EVANS,GA,CLAXTON,CLAXTON-EVANS COUNTY,PU,PU,CITY OF CLAXTON,BOX 33,"CLAXTON, GA 30417",912-739-1712,"VERNON OWENS, AIRPORT MANAGER",389 AIRPORT ROAD,"CLAXTON, GA 30417",912-739-0124,032-11-42.1900N,115902.1940N,081-52-10.1300W,0294730.1250W,E,111.6,S,07W,2020,,ATLANTA,03,NE,105,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1971-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-02-19,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,13,3,0,0,0,0,0,,,,2000,2000,,2019-12-31,3RD PARTY SURVEY,2019-01-25,3RD PARTY SURVEY,2019-01-25,,TIE,AGRI,Y-L,KCWV,N/A,Basic
03642.*A,AIRPORT,RYY,2021-02-25,ASO,ATL,GA,GEORGIA,COBB,GA,ATLANTA,COBB COUNTY INTL-MCCOLLUM FLD,PU,PU,COBB COUNTY,100 CHEROKEE STREET,"MARIETTA, GA 30060",770-528-1615,KARL A VON HAGEL,1723 MCCOLLUM PKWY BLDG 100,"KENNESAW, GA 30144",770-528-1615,034-00-47.4000N,122447.4000N,084-35-49.3000W,0304549.3000W,E,1040.4,S,04W,2005,,ATLANTA,21,NW,309,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,RYY,Y,1942-12-01,O,,NGY,CONDITIONAL,Y,N,N,Y,S,S,2020-08-24,1993-08-17,100LL A+,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.700,125.900,Y,CG,N,,184,29,49,13,2,0,0,,,2400,37785,41487,823,2019-12-31,3RD PARTY SURVEY,2010-12-15,3RD PARTY SURVEY,2010-12-15,,"HGR,TIE","AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KRYY,N/A,National
03724.*A,AIRPORT,48A,2021-02-25,ASO,ATL,GA,GEORGIA,BLECKLEY,GA,COCHRAN,COCHRAN,PU,PU,CITY OF COCHRAN,"CITY HALL, PO BOX 8","COCHRAN, GA 31014",478-934-6346,JIM WASHBURN,829 GA HWY 126,"COCHRAN, GA 31014",(478) 230-0860,032-24-02.3800N,116642.3812N,083-16-42.2700W,0299802.2671W,E,377.3,S,03W,1985,,ATLANTA,04,E,125,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1941-05-01,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,2019-01-18,,100LL A+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,16,5,0,0,0,0,0,,,,11500,2100,400,2018-12-31,FAA-EST,2009-02-10,3RD PARTY SURVEY,2008-11-23,,TIE,"AGRI,INSTR",Y-L,,N/A,Local
03728.*A,AIRPORT,CSG,2021-02-25,ASO,ATL,GA,GEORGIA,MUSCOGEE,GA,COLUMBUS,COLUMBUS,PU,PU,COLUMBUS AIRPORT COMMISSION,3250 W BRITT DAVID RD,"COLUMBUS, GA 31909",706-324-2449,"AMBER CLARK, C.M.",3250 W BRITT DAVID RD,"COLUMBUS, GA 31909",706-324-2449,032-30-58.8000N,117058.8000N,084-56-19.9000W,0305779.9000W,E,397.4,S,02W,1990,,ATLANTA,03,NE,680,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,CSG,Y,1942-11-01,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2020-01-24,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.950,120.100,N,CG,N,,95,11,9,1,1,,2,348,,2846,17145,15885,536,2019-12-31,NGS,,,,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL",Y-L,KCSG,Non-Hub,
03611.*A,AIRPORT,15J,2021-02-25,ASO,ATL,GA,GEORGIA,COOK,GA,ADEL,COOK COUNTY,PU,PU,COOK COUNTY,1200 SO. HUTCHISON,"ADEL, GA 31620",229-896-2266,JERRY CONNELL,160 AIRPORT RD.,"ADEL, GA 31620",(229) 507-1340,031-08-12.3300N,112092.3280N,083-27-15.2000W,0300435.2040W,E,235.2,S,04W,2000,,JACKSONVILLE,01,W,368,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1943-01-01,O,,NGY3,NOT ANALYZED,N,N,N,N,S,S,2020-12-03,,100LL A+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,19,1,0,0,0,0,0,,,,6120,4080,3600,2020-12-01,3RD PARTY SURVEY,2020-06-03,3RD PARTY SURVEY,2020-06-03,,TIE,"INSTR,RNTL",Y-L,,N/A,Local
03641.*A,AIRPORT,CVC,2021-02-25,ASO,ATL,GA,GEORGIA,NEWTON,GA,ATLANTA,COVINGTON MUNI,PU,PU,CITY OF COVINGTON,"CITY HALL, PO BOX 1527","COVINGTON, GA 30014",770-385-2000,"JOHN KING, AIRPORT MGR",14100 HIGHWAY 142,"COVINGTON, GA 30014",770-787-0098,033-37-56.0900N,121076.0910N,083-50-47.8300W,0301847.8280W,E,819.9,S,05W,2010,,ATLANTA,35,ESE,750,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,CVC,Y,1961-04-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2019-02-14,,100LL A+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,17,6,0,1,0,0,0,,,,8000,7000,,2018-12-31,3RD PARTY SURVEY,2019-06-10,3RD PARTY SURVEY,2019-06-10,,"HGR,TIE","AMB,AVNCS,RNTL",Y-L,KCVC,N/A,Local
03737.*A,AIRPORT,CKF,2021-02-25,ASO,ATL,GA,GEORGIA,CRISP,GA,CORDELE,CRISP COUNTY-CORDELE,PU,PU,CRISP COUNTY,210 7TH ST SOUTH,"CORDELE, GA 31015",229-276-2672,DUB COOPER,1701 N 2ND ST,"CORDELE, GA 31015",229-273-3124,031-59-19.8000N,115159.8000N,083-46-26.1000W,0301586.1000W,E,309.6,S,06W,2020,,JACKSONVILLE,02,NE,619,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1943-03-01,O,,NGRY3,NOT ANALYZED,N,N,N,Y,S,S,2020-01-16,1993-08-03,100LL A+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.050,123.050,Y,CG,N,,15,0,0,0,0,0,0,,,,16000,6000,,2019-12-31,NGS,2006-02-10,NGS,2006-02-10,,"HGR,TIE","AGRI,GLD",Y,KCKF,N/A,Local
03928.*A,AIRPORT,D73,2021-02-25,ASO,ATL,GA,GEORGIA,WALTON,GA,MONROE,CY NUNNALLY MEML,PU,PU,CITY OF MONROE,"CITY HALL, PO BOX 1249","MONROE, GA 30655",770-267-7536,CHRIS BAILEY,"PO BOX 1249, 245 NORTH BROAD STREET, 227 SOUTH BROAD STREET","MONROE, GA 30655",770-267-7536,033-46-57.1000N,121617.1000N,083-41-34.1000W,0301294.1000W,E,875.2,S,04W,2000,,ATLANTA,01,SE,70,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,MCN,Y,1961-02-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-02-15,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,27,1,0,0,2,0,0,,,,10000,3000,,2018-12-31,3RD PARTY SURVEY,2011-01-28,3RD PARTY SURVEY,2011-01-28,,TIE,"GLD,INSTR,PAJA,RNTL",Y-L,,N/A,Local
03752.*A,AIRPORT,DNN,2021-02-25,ASO,ATL,GA,GEORGIA,WHITFIELD,GA,DALTON,DALTON MUNI,PU,PU,CITY OF DALTON,PO BOX 1205,"DALTON, GA 30720",706-259-2200,ANDREW WIERSMA,"4483 AIRPORT ROAD, PO BOX 1205","DALTON, GA 30721",706-618-4384,034-43-22.5800N,125002.5800N,084-52-12.8700W,0305532.8690W,E,709,S,03W,2000,,ATLANTA,06,SE,554,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,DNN,Y,1944-12-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-03-14,,100LL A+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.975,122.975,Y,CG,N,,26,8,3,0,0,5,0,,,,12000,11000,100,2018-12-31,3RD PARTY SURVEY,2018-12-05,3RD PARTY SURVEY,2018-12-05,,"HGR,TIE",,Y-L,KDNN,N/A,Regional
